abs,frac
5,0.192308
5,0.192308
5,0.192308
0,0.000000
0,0.000000
2,0.086957
0,0.000000
0,0.000000
2,0.083333
0,0.000000
0,0.000000
0,0.000000
0,0.000000
4,0.166667
4,0.166667
4,0.166667
0,0.000000
0,0.000000
13,0.684211
13,0.684211
13,0.684211
13,0.684211
13,0.684211
13,0.684211
0,0.000000
0,0.000000
9,0.450000
9,0.450000
9,0.450000
9,0.450000
9,0.450000
9,0.450000
9,0.450000
9,0.450000
0,0.000000
0,0.000000
2,0.095238
0,0.000000
0,0.000000
0,0.000000
0,0.000000
8,0.421053
8,0.421053
8,0.421053
8,0.421053
8,0.421053
8,0.421053
8,0.421053
0,0.000000
0,0.000000
0,0.000000
0,0.000000
5,0.217391
5,0.217391
5,0.217391
5,0.217391
5,0.217391
0,0.000000
0,0.000000
2,0.133333
2,0.133333
0,0.000000
0,0.000000
5,0.208333
5,0.208333
5,0.208333
5,0.208333
5,0.208333
0,0.000000
0,0.000000
3,0.115385
3,0.115385
0,0.000000
0,0.000000
2,0.095238
2,0.095238
2,0.095238
0,0.000000
0,0.000000
2,0.090909
2,0.090909
2,0.090909
0,0.000000
0,0.000000
0,0.000000
0,0.000000
4,0.166667
4,0.166667
4,0.166667
4,0.166667
4,0.166667
0,0.000000
0,0.000000
3,0.130435
3,0.130435
3,0.130435
3,0.130435
0,0.000000
0,0.000000
2,0.083333
0,0.000000
0,0.000000
6,0.285714
6,0.285714
6,0.285714
6,0.285714
6,0.285714
0,0.000000
0,0.000000
2,0.117647
0,0.000000
0,0.000000
0,0.000000
0,0.000000
0,0.000000
2,0.090909
0,0.000000
0,0.000000
5,0.200000
5,0.200000
5,0.200000
5,0.200000
0,0.000000
0,0.000000
2,0.076923
2,0.076923
2,0.076923
9,0.346154
9,0.346154
9,0.346154
9,0.346154
9,0.346154
9,0.346154
0,0.000000
0,0.000000
3,0.136364
3,0.136364
0,0.000000
0,0.000000
2,0.086957
0,0.000000
0,0.000000
0,0.000000
0,0.000000
2,0.086957
0,0.000000
0,0.000000
0,0.000000
0,0.000000
2,0.095238
0,0.000000
0,0.000000
4,0.190476
4,0.190476
4,0.190476
4,0.190476
0,0.000000
0,0.000000
2,0.100000
2,0.100000
2,0.100000
0,0.000000
0,0.000000
1,0.052632
1,0.052632
0,0.000000
0,0.000000
0,0.000000
0,0.000000
3,0.142857
3,0.142857
0,0.000000
0,0.000000
2,0.090909
0,0.000000
0,0.000000
5,0.200000
5,0.200000
5,0.200000
5,0.200000
0,0.000000
0,0.000000
2,0.086957
0,0.000000
0,0.000000
0,0.000000
0,0.000000
0,0.000000
0,0.000000
0,0.000000
0,0.000000
2,0.086957
0,0.000000
0,0.000000
0,0.000000
0,0.000000
2,0.095238
0,0.000000
0,0.000000
2,0.062500
2,0.062500
0,0.000000
0,0.000000
3,0.093750
3,0.093750
3,0.093750
3,0.093750
7,0.218750
7,0.218750
7,0.218750
0,0.000000
0,0.000000
3,0.093750
3,0.093750
3,0.093750
0,0.000000
0,0.000000
4,0.125000
4,0.125000
4,0.125000
4,0.125000
0,0.000000
0,0.000000
4,0.125000
4,0.125000
4,0.125000
4,0.125000
4,0.125000
6,0.187500
0,0.000000
0,0.000000
3,0.093750
3,0.093750
0,0.000000
0,0.000000
2,0.062500
2,0.062500
2,0.062500
0,0.000000
0,0.000000
3,0.187500
3,0.187500
0,0.000000
0,0.000000
2,0.111111
0,0.000000
0,0.000000
5,0.238095
5,0.238095
5,0.238095
5,0.238095
0,0.000000
0,0.000000
5,0.250000
5,0.250000
5,0.250000
5,0.250000
5,0.250000
0,0.000000
0,0.000000
2,0.095238
2,0.095238
2,0.095238
10,0.476190
10,0.476190
10,0.476190
0,0.000000
0,0.000000
2,0.090909
0,0.000000
0,0.000000
0,0.000000
0,0.000000
2,0.100000
0,0.000000
0,0.000000
0,0.000000
0,0.000000
2,0.076923
0,0.000000
0,0.000000
5,0.172414
5,0.172414
5,0.172414
5,0.172414
0,0.000000
0,0.000000
2,0.076923
0,0.000000
0,0.000000
0,0.000000
0,0.000000
0,0.000000
0,0.000000
0,0.000000
0,0.000000
0,0.000000
3,0.136364
3,0.136364
0,0.000000
0,0.000000
4,0.181818
4,0.181818
4,0.181818
0,0.000000
0,0.000000
2,0.086957
0,0.000000
0,0.000000
0,0.000000
0,0.000000
5,0.227273
5,0.227273
5,0.227273
5,0.227273
0,0.000000
0,0.000000
5,0.227273
5,0.227273
5,0.227273
5,0.227273
0,0.000000
0,0.000000
2,0.100000
0,0.000000
0,0.000000
2,0.100000
0,0.000000
0,0.000000
3,0.136364
3,0.136364
3,0.136364
3,0.136364
5,0.227273
0,0.000000
0,0.000000
0,0.000000
0,0.000000
4,0.285714
4,0.285714
4,0.285714
0,0.000000
0,0.000000
0,0.000000
5,0.238095
5,0.238095
5,0.238095
5,0.238095
5,0.238095
5,0.238095
0,0.000000
0,0.000000
0,0.000000
0,0.000000
2,0.095238
0,0.000000
0,0.000000
3,0.125000
3,0.125000
0,0.000000
0,0.000000
4,0.153846
4,0.153846
4,0.153846
4,0.153846
4,0.153846
6,0.230769
0,0.000000
0,0.000000
2,0.086957
0,0.000000
0,0.000000
5,0.192308
5,0.192308
5,0.192308
5,0.192308
0,0.000000
0,0.000000
2,0.086957
0,0.000000
0,0.000000
2,0.086957
0,0.000000
0,0.000000
2,0.086957
0,0.000000
0,0.000000
2,0.086957
0,0.000000
0,0.000000
5,0.192308
5,0.192308
5,0.192308
5,0.192308
0,0.000000
0,0.000000
2,0.086957
2,0.086957
2,0.086957
4,0.173913
0,0.000000
0,0.000000
2,0.083333
0,0.000000
0,0.000000
4,0.153846
4,0.153846
4,0.153846
0,0.000000
0,0.000000
6,0.300000
6,0.300000
6,0.300000
6,0.300000
6,0.300000
0,0.000000
0,0.000000
2,0.125000
0,0.000000
0,0.000000
5,0.263158
5,0.263158
5,0.263158
5,0.263158
0,0.000000
0,0.000000
2,0.117647
0,0.000000
0,0.000000
1,0.062500
1,0.062500
0,0.000000
0,0.000000
0,0.000000
0,0.000000
3,0.166667
3,0.166667
3,0.166667
3,0.166667
0,0.000000
0,0.000000
2,0.066667
2,0.066667
2,0.066667
0,0.000000
0,0.000000
4,0.125000
4,0.125000
4,0.125000
0,0.000000
0,0.000000
2,0.062500
2,0.062500
0,0.000000
0,0.000000
2,0.066667
2,0.066667
2,0.066667
0,0.000000
0,0.000000
3,0.100000
3,0.100000
0,0.000000
0,0.000000
0,0.000000
3,0.100000
3,0.100000
0,0.000000
0,0.000000
2,0.068966
2,0.068966
0,0.000000
0,0.000000
7,0.218750
7,0.218750
7,0.218750
7,0.218750
7,0.218750
7,0.218750
0,0.000000
0,0.000000
0,0.000000
0,0.000000
5,0.208333
5,0.208333
5,0.208333
5,0.208333
0,0.000000
0,0.000000
2,0.105263
2,0.105263
0,0.000000
0,0.000000
5,0.227273
5,0.227273
5,0.227273
5,0.227273
0,0.000000
0,0.000000
4,0.200000
4,0.200000
4,0.200000
0,0.000000
0,0.000000
2,0.105263
2,0.105263
0,0.000000
0,0.000000
0,0.000000
0,0.000000
5,0.238095
5,0.238095
5,0.238095
5,0.238095
5,0.238095
0,0.000000
0,0.000000
3,0.125000
3,0.125000
3,0.125000
0,0.000000
0,0.000000
2,0.095238
0,0.000000
0,0.000000
2,0.090909
0,0.000000
0,0.000000
1,0.047619
1,0.047619
3,0.142857
0,0.000000
0,0.000000
2,0.095238
0,0.000000
0,0.000000
2,0.095238
0,0.000000
0,0.000000
0,0.000000
0,0.000000
2,0.086957
0,0.000000
0,0.000000
3,0.130435
3,0.130435
0,0.000000
0,0.000000
3,0.125000
3,0.125000
0,0.000000
0,0.000000
0,0.000000
0,0.000000
2,0.095238
0,0.000000
0,0.000000
2,0.090909
0,0.000000
0,0.000000
0,0.000000
0,0.000000
4,0.250000
4,0.250000
4,0.250000
4,0.250000
4,0.250000
0,0.000000
0,0.000000
2,0.105263
2,0.105263
2,0.105263
5,0.263158
5,0.263158
0,0.000000
0,0.000000
2,0.142857
2,0.142857
2,0.142857
0,0.000000
0,0.000000
2,0.133333
2,0.133333
2,0.133333
0,0.000000
0,0.000000
1,0.071429
1,0.071429
0,0.000000
0,0.000000
0,0.000000
0,0.000000
3,0.187500
3,0.187500
0,0.000000
0,0.000000
5,0.200000
5,0.200000
5,0.200000
5,0.200000
0,0.000000
0,0.000000
1,0.050000
0,0.000000
0,0.000000
5,0.227273
5,0.227273
5,0.227273
5,0.227273
0,0.000000
0,0.000000
6,0.272727
6,0.272727
6,0.272727
6,0.272727
6,0.272727
0,0.000000
0,0.000000
2,0.095238
0,0.000000
0,0.000000
2,0.090909
0,0.000000
0,0.000000
0,0.000000
0,0.000000
2,0.100000
0,0.000000
0,0.000000
7,0.291667
7,0.291667
7,0.291667
7,0.291667
7,0.291667
7,0.291667
0,0.000000
0,0.000000
5,0.238095
5,0.238095
5,0.238095
5,0.238095
5,0.238095
5,0.238095
0,0.000000
0,0.000000
0,0.000000
0,0.000000
5,0.227273
5,0.227273
5,0.227273
5,0.227273
5,0.227273
5,0.227273
8,0.363636
8,0.363636
0,0.000000
0,0.000000
2,0.117647
2,0.117647
2,0.117647
0,0.000000
0,0.000000
2,0.111111
2,0.111111
2,0.111111
0,0.000000
0,0.000000
1,0.058824
1,0.058824
0,0.000000
0,0.000000
0,0.000000
0,0.000000
3,0.157895
3,0.157895
3,0.157895
3,0.157895
0,0.000000
0,0.000000
2,0.086957
0,0.000000
0,0.000000
2,0.083333
0,0.000000
0,0.000000
2,0.068966
2,0.068966
2,0.068966
9,0.310345
9,0.310345
9,0.310345
9,0.310345
9,0.310345
9,0.310345
0,0.000000
0,0.000000
0,0.000000
0,0.000000
2,0.090909
0,0.000000
0,0.000000
4,0.181818
4,0.181818
4,0.181818
0,0.000000
0,0.000000
2,0.090909
0,0.000000
0,0.000000
2,0.086957
0,0.000000
0,0.000000
0,0.000000
0,0.000000
2,0.086957
0,0.000000
0,0.000000
0,0.000000
0,0.000000
2,0.095238
0,0.000000
0,0.000000
7,0.280000
7,0.280000
7,0.280000
7,0.280000
7,0.280000
7,0.280000
0,0.000000
0,0.000000
2,0.095238
0,0.000000
0,0.000000
1,0.050000
1,0.050000
0,0.000000
0,0.000000
4,0.181818
4,0.181818
4,0.181818
4,0.181818
4,0.181818
0,0.000000
0,0.000000
2,0.086957
0,0.000000
0,0.000000
2,0.100000
0,0.000000
0,0.000000
4,0.181818
4,0.181818
4,0.181818
0,0.000000
0,0.000000
2,0.086957
0,0.000000
0,0.000000
2,0.100000
0,0.000000
0,0.000000
5,0.217391
5,0.217391
5,0.217391
5,0.217391
0,0.000000
0,0.000000
3,0.120000
3,0.120000
0,0.000000
0,0.000000
2,0.100000
2,0.100000
2,0.100000
0,0.000000
0,0.000000
2,0.095238
2,0.095238
2,0.095238
0,0.000000
0,0.000000
1,0.050000
1,0.050000
0,0.000000
0,0.000000
0,0.000000
0,0.000000
0,0.000000
0,0.000000
0,0.000000
0,0.000000
0,0.000000
3,0.136364
3,0.136364
0,0.000000
0,0.000000
4,0.153846
4,0.153846
4,0.153846
0,0.000000
0,0.000000
0,0.000000
0,0.000000
2,0.086957
0,0.000000
0,0.000000
5,0.192308
5,0.192308
5,0.192308
5,0.192308
0,0.000000
0,0.000000
2,0.086957
0,0.000000
0,0.000000
3,0.136364
3,0.136364
0,0.000000
0,0.000000
4,0.173913
4,0.173913
4,0.173913
0,0.000000
0,0.000000
5,0.192308
5,0.192308
5,0.192308
5,0.192308
0,0.000000
0,0.000000
2,0.086957
0,0.000000
0,0.000000
2,0.083333
0,0.000000
0,0.000000
1,0.045455
1,0.045455
4,0.181818
4,0.181818
0,0.000000
0,0.000000
4,0.166667
4,0.166667
4,0.166667
0,0.000000
0,0.000000
2,0.076923
2,0.076923
2,0.076923
4,0.153846
0,0.000000
0,0.000000
0,0.000000
0,0.000000
2,0.086957
0,0.000000
0,0.000000
0,0.000000
0,0.000000
2,0.095238
0,0.000000
0,0.000000
5,0.277778
5,0.277778
5,0.277778
5,0.277778
0,0.000000
0,0.000000
2,0.133333
2,0.133333
2,0.133333
0,0.000000
0,0.000000
5,0.250000
5,0.250000
5,0.250000
5,0.250000
5,0.250000
5,0.250000
8,0.400000
8,0.400000
0,0.000000
0,0.000000
2,0.125000
2,0.125000
2,0.125000
0,0.000000
0,0.000000
0,0.000000
0,0.000000
3,0.176471
3,0.176471
0,0.000000
0,0.000000
7,0.437500
7,0.437500
7,0.437500
7,0.437500
7,0.437500
7,0.437500
0,0.000000
0,0.000000
3,0.200000
3,0.200000
0,0.000000
0,0.000000
5,0.277778
5,0.277778
5,0.277778
5,0.277778
0,0.000000
0,0.000000
2,0.133333
0,0.000000
0,0.000000
2,0.142857
0,0.000000
0,0.000000
4,0.200000
4,0.200000
4,0.200000
4,0.200000
4,0.200000
6,0.300000
0,0.000000
0,0.000000
3,0.157895
3,0.157895
3,0.157895
3,0.157895
5,0.263158
0,0.000000
0,0.000000
2,0.111111
0,0.000000
0,0.000000
5,0.238095
5,0.238095
5,0.238095
5,0.238095
5,0.238095
5,0.238095
7,0.333333
0,0.000000
0,0.000000
0,0.000000
0,0.000000
2,0.111111
2,0.111111
2,0.111111
14,0.777778
14,0.777778
14,0.777778
14,0.777778
14,0.777778
0,0.000000
0,0.000000
2,0.105263
2,0.105263
2,0.105263
4,0.210526
0,0.000000
0,0.000000
0,0.000000
0,0.000000
2,0.111111
0,0.000000
0,0.000000
0,0.000000
0,0.000000
2,0.111111
2,0.111111
0,0.000000
0,0.000000
5,0.238095
5,0.238095
5,0.238095
5,0.238095
0,0.000000
0,0.000000
2,0.111111
0,0.000000
0,0.000000
0,0.000000
0,0.000000
2,0.062500
2,0.062500
0,0.000000
0,0.000000
1,0.066667
0,0.000000
0,0.000000
4,0.222222
4,0.222222
4,0.222222
0,0.000000
0,0.000000
7,0.333333
7,0.333333
7,0.333333
7,0.333333
7,0.333333
7,0.333333
0,0.000000
0,0.000000
2,0.111111
0,0.000000
0,0.000000
2,0.076923
0,0.000000
0,0.000000
0,0.000000
0,0.000000
4,0.166667
4,0.166667
4,0.166667
0,0.000000
0,0.000000
2,0.080000
0,0.000000
0,0.000000
2,0.086957
2,0.086957
2,0.086957
2,0.086957
2,0.086957
2,0.086957
2,0.086957
5,0.217391
5,0.217391
5,0.217391
0,0.000000
0,0.000000
9,0.290323
9,0.290323
9,0.290323
9,0.290323
9,0.290323
9,0.290323
9,0.290323
9,0.290323
0,0.000000
0,0.000000
2,0.090909
2,0.090909
2,0.090909
5,0.227273
5,0.227273
0,0.000000
0,0.000000
3,0.142857
3,0.142857
0,0.000000
0,0.000000
4,0.181818
4,0.181818
4,0.181818
0,0.000000
0,0.000000
3,0.230769
3,0.230769
0,0.000000
0,0.000000
3,0.214286
3,0.214286
0,0.000000
0,0.000000
2,0.153846
0,0.000000
0,0.000000
2,0.074074
0,0.000000
0,0.000000
4,0.137931
4,0.137931
4,0.137931
0,0.000000
0,0.000000
2,0.066667
0,0.000000
0,0.000000
0,0.000000
0,0.000000
2,0.064516
2,0.064516
2,0.064516
4,0.129032
0,0.000000
0,0.000000
0,0.000000
0,0.000000
2,0.074074
0,0.000000
0,0.000000
5,0.200000
5,0.200000
5,0.200000
5,0.200000
0,0.000000
0,0.000000
2,0.086957
0,0.000000
0,0.000000
0,0.000000
0,0.000000
2,0.086957
0,0.000000
0,0.000000
0,0.000000
0,0.000000
2,0.095238
0,0.000000
0,0.000000
4,0.266667
4,0.266667
4,0.266667
4,0.266667
0,0.000000
0,0.000000
1,0.066667
1,0.066667
0,0.000000
0,0.000000
2,0.125000
0,0.000000
0,0.000000
2,0.153846
0,0.000000
0,0.000000
8,0.571429
8,0.571429
8,0.571429
0,0.000000
0,0.000000
2,0.086957
0,0.000000
0,0.000000
4,0.160000
4,0.160000
4,0.160000
0,0.000000
0,0.000000
2,0.080000
0,0.000000
0,0.000000
2,0.076923
0,0.000000
0,0.000000
2,0.095238
2,0.095238
0,0.000000
0,0.000000
2,0.086957
0,0.000000
0,0.000000
6,0.260870
0,0.000000
0,0.000000
5,0.192308
5,0.192308
5,0.192308
5,0.192308
0,0.000000
0,0.000000
2,0.086957
2,0.086957
2,0.086957
4,0.173913
0,0.000000
0,0.000000
2,0.117647
2,0.117647
0,0.000000
0,0.000000
1,0.043478
1,0.043478
3,0.130435
1,0.043478
1,0.043478
12,0.521739
12,0.521739
0,0.000000
0,0.000000
2,0.086957
0,0.000000
0,0.000000
4,0.153846
4,0.153846
4,0.153846
4,0.153846
4,0.153846
6,0.230769
0,0.000000
0,0.000000
5,0.200000
5,0.200000
5,0.200000
5,0.200000
0,0.000000
0,0.000000
0,0.000000
0,0.000000
2,0.090909
0,0.000000
0,0.000000
3,0.136364
3,0.136364
0,0.000000
0,0.000000
5,0.238095
5,0.238095
5,0.238095
5,0.238095
0,0.000000
0,0.000000
4,0.181818
4,0.181818
4,0.181818
0,0.000000
0,0.000000
2,0.086957
0,0.000000
0,0.000000
0,0.000000
0,0.000000
2,0.086957
0,0.000000
0,0.000000
0,0.000000
0,0.000000
4,0.137931
4,0.137931
4,0.137931
0,0.000000
0,0.000000
8,0.275862
8,0.275862
8,0.275862
8,0.275862
8,0.275862
8,0.275862
8,0.275862
8,0.275862
0,0.000000
0,0.000000
5,0.156250
5,0.156250
5,0.156250
5,0.156250
5,0.156250
5,0.156250
5,0.156250
5,0.156250
0,0.000000
0,0.000000
4,0.125000
4,0.125000
4,0.125000
0,0.000000
0,0.000000
2,0.066667
0,0.000000
0,0.000000
0,0.000000
0,0.000000
2,0.153846
2,0.153846
0,0.000000
0,0.000000
5,0.227273
5,0.227273
5,0.227273
5,0.227273
5,0.227273
0,0.000000
0,0.000000
2,0.090909
2,0.090909
2,0.090909
2,0.090909
2,0.090909
0,0.000000
0,0.000000
4,0.173913
4,0.173913
4,0.173913
0,0.000000
0,0.000000
3,0.136364
3,0.136364
0,0.000000
0,0.000000
5,0.294118
5,0.294118
5,0.294118
5,0.294118
5,0.294118
0,0.000000
0,0.000000
2,0.090909
2,0.090909
2,0.090909
2,0.090909
13,0.590909
13,0.590909
13,0.590909
0,0.000000
0,0.000000
2,0.086957
0,0.000000
0,0.000000
3,0.176471
3,0.176471
3,0.176471
3,0.176471
10,0.588235
10,0.588235
0,0.000000
0,0.000000
2,0.133333
0,0.000000
0,0.000000
6,0.428571
0,0.000000
0,0.000000
5,0.294118
5,0.294118
5,0.294118
5,0.294118
0,0.000000
0,0.000000
4,0.166667
4,0.166667
4,0.166667
0,0.000000
0,0.000000
2,0.090909
0,0.000000
0,0.000000
2,0.086957
0,0.000000
0,0.000000
0,0.000000
0,0.000000
2,0.095238
0,0.000000
0,0.000000
3,0.136364
3,0.136364
0,0.000000
0,0.000000
5,0.200000
5,0.200000
5,0.200000
5,0.200000
0,0.000000
0,0.000000
2,0.086957
2,0.086957
2,0.086957
13,0.565217
13,0.565217
13,0.565217
13,0.565217
0,0.000000
0,0.000000
5,0.200000
5,0.200000
5,0.200000
5,0.200000
5,0.200000
5,0.200000
13,0.520000
13,0.520000
13,0.520000
0,0.000000
0,0.000000
2,0.090909
0,0.000000
0,0.000000
2,0.086957
0,0.000000
0,0.000000
